id,size,color,source,target
Анантагуана С,0,#E59247,1920 - 1930,Belarus
Indonesian,10,#D1605E,Belarus,Belarusian
"Аджідарма, Сено Гуміро",0,#E59247,Belarusian,"Крапіва, К.А"
"Анвар, Хайріл",0,#E59247,1920 - 1930,Belarus
Ашар М,0,#E59247,Belarus,Belarusian
Бандахаро Хр,0,#E59247,Belarusian,"Купала, Янка"
Беджо Кр,0,#E59247,1980 - 1990,Bulgaria
"Бенні, Тхунг",0,#E59247,Bulgaria,Bulgarian
"Гобел, Амріл Тауфік",0,#E59247,Bulgarian,"Анастасов, Петр"
"Пратікто, Рійоно",0,#E59247,1980 - 1990,Bulgaria
"Рамадан, Шаїріл Гібран",0,#E59247,Bulgaria,Bulgarian
"Рампан, Корріе Лаюн",0,#E59247,Bulgarian,"Андреев, Андрей"
"Рангкуті, Хамсад",0,#E59247,1970 - 1980,Bulgaria
Ризакотта Ф,0,#E59247,Bulgaria,Bulgarian
Судісман,0,#E59247,Bulgarian,"Андреев, Веселин"
"Тур, Прамудья Ананта",0,#E59247,1970 - 1980,Bulgaria
"Хаірул, Іхлаван Д",0,#E59247,Bulgaria,Bulgarian
Iraq,5,#F2A2A11,Bulgarian,"Априлов, Борис"
"аль-Баяті, Абд-аль-Ваххаб",0,#E59247,1970 - 1980,Bulgaria
"аль-Баяті, Хасан",0,#E59247,Bulgaria,Bulgarian
"Джавад, Казим",0,#E59247,Bulgarian,"Атанасов, Герчо"
"аль-Джавахірі, Мухаммед Махді",0,#E59247,1970 - 1980,Bulgaria
"Хайдарі, Балянд",0,#E59247,Bulgaria,Bulgarian
Iran,12,#F2A2A11,Bulgarian,"Багряна, Єлисавета"
Persian,5,#D1605E,1960 - 1970,Bulgaria
"Гулістан, Ібрагім",0,#E59247,Bulgaria,Bulgarian
Жале,0,#E59247,Bulgarian,"Багряна, Єлисавета"
"Farsi, arabic",1,#D1605E,1980 - 1990,Bulgaria
"Закані, Убецд",0,#E59247,Bulgaria,Bulgarian
Ібадулла,0,#E59247,Bulgarian,"Банов, Банчо"
Farsi,7,#D1605E,1960 - 1970,Bulgaria
Кадері Мохаммед Ходавенд,0,#E59247,Bulgaria,Bulgarian
Мазза,0,#E59247,Bulgarian,"Башев, Володимир (Владимир)"
"Нушин, Абд-аль-Хосейн",0,#E59247,1970 - 1980,Bulgaria
"Тейрані, Госейн",0,#E59247,Bulgaria,Bulgarian
"Фаррухзод, Фуруг",0,#E59247,Bulgarian,"Башев, Володимир (Владимир)"
Old Persian,1,#D1605E,1950 - 1960,Bulgaria
"Хайям, Омар",0,#E59247,Bulgaria,Bulgarian
"Хедавд, Седик",0,#E59247,Bulgarian,"Башев, Володимир (Владимир)"
Ireland,47,#F2A2A11,1970 - 1980,Bulgaria
"Беккет, Семюел",0,#E59247,Bulgaria,Bulgarian
"Бірмінгем, Джордж",0,#E59247,Bulgarian,"Белев, Кристо"
"Браун, Крісті",0,#E59247,1970 - 1980,Bulgaria
"Гартнер, Майкл",0,#E59247,Bulgaria,Bulgarian
"Гіні, Шеймас",0,#E59247,Bulgarian,"Божилов, Божидар"
"Джойс, Джеймс",0,#E59247,1990 - 2000,Bulgaria
"Їтс, Уїльям Батлер",0,#E59247,Bulgaria,Bulgarian
"Каване, Патрік",0,#E59247,Bulgarian,"Бонев, Петер"
"Лейвін, Мері",0,#E59247,1970 - 1980,Bulgaria
Old Irish,2,#D1605E,Bulgaria,Bulgarian
Ліадан,0,#E59247,Bulgarian,"Ботев, Христо"
"Люсі, Шон",0,#E59247,1990 - 2000,Bulgaria
"Мак-Донах, Донах",0,#E59247,Bulgaria,Bulgarian
"Макстон, Гю",0,#E59247,Bulgarian,"Ботев, Христо"
"Мерфі, Річард",0,#E59247,1950 - 1960,Bulgaria
"Мур, Джордж",0,#E59247,Bulgaria,Bulgarian
"О’Брайен, Една",0,#E59247,Bulgarian,"Ботев, Христо"
"О’Бролган, Маель",0,#E59247,1980 - 1990,Bulgaria
"О’Кейсі, Шон",0,#E59247,Bulgaria,Bulgarian
"О’Коннор, Френк",0,#E59247,Bulgarian,"Бумов, Радослав"
"О’Флаерті, Лайєм [О’Флагерті",0,#E59247,1960 - 1970,Bulgaria
"Пірс, Падрік [Патрік].article  [Поезії]",0,#E59247,Bulgaria,Bulgarian
"Планкетт, Джеймс. article Сенсація: Новела",0,#E59247,Bulgarian,"Бурнаскі, Евстаті"
"Рассел, Джордж. article Слово ірландця",0,#E59247,1970 - 1980,Bulgaria
"Сінг, Джон Мілінгтон. article Прелюдія; Питання: [Поезії]",0,#E59247,Bulgaria,Bulgarian
"Тревор, Вільям. article Далеке минуле: Новела",0,#E59247,Bulgarian,"Вазов, Іван"
"Фаллон, Падрейк. article Пригода з човном: Новела",0,#E59247,1980 - 1990,Bulgaria
"Фелан, Джім. article Баран із дзвіночком: Новела",0,#E59247,Bulgaria,Bulgarian
"Фріл, Брайєн",0,#E59247,Bulgarian,"Вазов, Іван"
Icelandic,3,#D1605E,1970 - 1980,Bulgaria
"Бенедіхтссон, Ейнар",0,#E59247,Bulgaria,Bulgarian
"Лакснесс, Гальдор",0,#E59247,Bulgarian,"Вапцаров, Никола"
"Магнуссон, Сігурдур",0,#E59247,1960 - 1970,Bulgaria
"Скаллагрімсон, Егіль",0,#E59247,Bulgaria,Bulgarian
Spain. Spanish Literature,142,#F2A2A11,Bulgarian,"Вапцаров, Никола"
"Алас, Леопольдо",0,#E59247,1970 - 1980,Bulgaria
"Алейксандре, Вісенте",0,#E59247,Bulgaria,Bulgarian
"Алкасар, Балтасар дель",0,#E59247,Bulgarian,"Василев, Димитр"
"Альберті, Рафаель",0,#E59247,1950 - 1960,Bulgaria
"Альварес, Карлос",0,#E59247,Bulgaria,Bulgarian
Анонім,0,#E59247,Bulgarian,"Василев(Василеві), Орлин"
"Арбо, Себастьян Хуан",0,#E59247,1960 - 1970,Bulgaria
"Арконада, Сесар Муньос",0,#E59247,Bulgaria,Bulgarian
"Архенсола, Бартоломе Леонардо де",0,#E59247,Bulgarian,"Василев(Василеві), Орлин"
"Бароха, Піо",0,#E59247,1970 - 1980,Bulgaria
"Беккер, Густаво Адольфо",0,#E59247,Bulgaria,Bulgarian
"Бернат-і-Балдові, Хосе",0,#E59247,Bulgarian,"Вежинов, Павел"
"Бланк, Фелісідад",0,#E59247,1970 - 1980,Bulgaria
"Боскан-і-Альмогавер, Хуан",0,#E59247,Bulgaria,Bulgarian
"Бретон де лос Еррерос, Мануель",0,#E59247,Bulgarian,"Вежинов, Павел"
"Буеро Вальєхо, Антоніо",0,#E59247,1980 - 1990,Bulgaria
"Вега Карпіо, Лопе Фелікс де",0,#E59247,Bulgaria,Bulgarian
"Вісент, Мануель",0,#E59247,Bulgarian,"Вежинов, Павел"
"Галеві, Ієгуда",0,#E59247,1980 - 1990,Bulgaria
"Гарсія Лорка, Федеріко",0,#E59247,Bulgaria,Bulgarian
"Гойтісоло-Гай, Луїс",0,#E59247,Bulgarian,"Вежинов, Павел"
"Гонгора, Луїс де",0,#E59247,1980 - 1990,Bulgaria
"Гроссо, Альфонсо",0,#E59247,Bulgaria,Bulgarian
"Делібес, Мігель",0,#E59247,Bulgarian,"Вежинов, Павел"
"Ернандес, Мігель",0,#E59247,1980 - 1990,Bulgaria
"Еррера Петере, Хосе",0,#E59247,Bulgaria,Bulgarian
"Еспронседа, Хосе де |Еспронседа-і-Дельгадо",0,#E59247,Bulgarian,"Вежинов, Павел"
"Ібаньєс, Бласко",0,#E59247,1990 - 2000,Bulgaria
"Іріарте-і-Сіснерос, Хуан де",0,#E59247,Bulgaria,Bulgarian
"Іріарте, Томас де",0,#E59247,Bulgarian,"Величков, Георгій"
"Кальдерон де ла Барка, Педро",0,#E59247,1980 - 1990,Bulgaria
"Камба, Хуліо",0,#E59247,Bulgaria,Bulgarian
"Касальс, Педро",0,#E59247,Bulgarian,"Велков, Крум"
"Кеведо-і-Вільєгас, Франсіско де",0,#E59247,1980 - 1990,Bulgaria
"Корраль, Габріель дель",0,#E59247,Bulgaria,Bulgarian
"Кубільйо Арагон, Альваро",0,#E59247,Bulgarian,"Вилчев, Найден"
"Лаіглесіа, Альваро де",0,#E59247,1960 - 1970,Bulgaria
"Лерма, Алонсо",0,#E59247,Bulgaria,Bulgarian
"Лопес Пачеко, Хесус",0,#E59247,Bulgarian,"Габе, Дора"
"Мадрід, Хуан",0,#E59247,1970 - 1980,Bulgaria
"Маркос, Ана",0,#E59247,Bulgaria,Bulgarian
"Мартінес Вільєгас, Хуан",0,#E59247,Bulgarian,"Габе, Дора"
"Мартінес де ла Роса, Франсіско",0,#E59247,1960 - 1970,Bulgaria
"Матеу, Хуліо",0,#E59247,Bulgaria,Bulgarian
"Матуте, Ана Марія",0,#E59247,Bulgarian,"Габе, Дора"
"Мачадо, Антоніо",0,#E59247,1980 - 1990,Bulgaria
"Мачадо, Мануель",0,#E59247,Bulgaria,Bulgarian
"Медіо, Долорес",0,#E59247,Bulgarian,"Габе, Дора"
"Містраль, Габріела",0,#E59247,1980 - 1990,Bulgaria
"Морето-і-Кабанья, Агустін",0,#E59247,Bulgaria,Bulgarian
Невідомий автор,0,#E59247,Bulgarian,"Георгієв, Велин"
"Пардо Басан, Емілія",0,#E59247,1970 - 1980,Bulgaria
"Перес де Айяла, Рамон",0,#E59247,Bulgaria,Bulgarian
"Поло де Медіна, Сальвадор Хасінто",0,#E59247,Bulgarian,"Германов, Андрей"
"Прадос, Еміліо",0,#E59247,1970 - 1980,Bulgaria
"Прінсіпе, Мігель Агустін",0,#E59247,Bulgaria,Bulgarian
"Ребольєдо, Бернардіноде",0,#E59247,Bulgarian,"Германов, Андрей"
"Рехано, Хуан",0,#E59247,1970 - 1980,Bulgaria
"Рохас Соррілья, Франсіско де",0,#E59247,Bulgaria,Bulgarian
"Руїс Агілера, Вентура",0,#E59247,Bulgarian,"Германов, Андрей"
"Руїс де Аларкон-і-Мендоса, Хуан",0,#E59247,1960 - 1970,Bulgaria
"Салас Барбадільйо, Алонсо Херонімо де",0,#E59247,Bulgaria,Bulgarian
"Салінас де Кастро, Хуан",0,#E59247,Bulgarian,"Германов, Андрей"
"Саманьєго, Фелікс Марія",0,#E59247,1970 - 1980,Bulgaria
"Села, Каміло Хосе",0,#E59247,Bulgaria,Bulgarian
"Селайя, Габріель",0,#E59247,Bulgarian,"Германов, Андрей"
"Сервантес, Сааведра Мігель [Сервантес",0,#E59247,1970 - 1980,Bulgaria
"Сернуда, Луїс",0,#E59247,Bulgaria,Bulgarian
"Солас, Франсіско де",0,#E59247,Bulgarian,"Германов, Андрей"
"Соліс-і-Ріваденейра, Антоніо де",0,#E59247,1970 - 1980,Bulgaria
"Сомоса-і-Муньйос, Хосе",0,#E59247,Bulgaria,Bulgarian
"Торре, Франсіско де ла",0,#E59247,Bulgarian,"Германов, Андрей"
"Унамуно, Мігель де",0,#E59247,1970 - 1980,Bulgaria
"Фернандес де Моратін, Леандро",0,#E59247,Bulgaria,Bulgarian
"Фернандес де Моратін, Ніколас",0,#E59247,Bulgarian,"Германов, Андрей"
"Фернандес Флорес, Венсеслао",0,#E59247,1970 - 1980,Bulgaria
"Фернандес Флорес, Ісідоро",0,#E59247,Bulgaria,Bulgarian
"Фігера Аймеріч, Анхела",0,#E59247,Bulgarian,"Германов, Андрей"
"Форнер, Хуан Пабло",0,#E59247,1950 - 1960,Bulgaria
"Херіка, Пабло де",0,#E59247,Bulgaria,Bulgarian
"Хіменес, Хуан Рамон",0,#E59247,Bulgarian,"Геров, Александр"
Spain. Catalonian Literature,20,#F2A2A11,1950 - 1960,Bulgaria
Catalonian,21,#D1605E,Bulgaria,Bulgarian
"Ардеріу, Клемантис",0,#E59247,Bulgarian,"Геров, Александр"
"Бартра, Агусті",0,#E59247,1980 - 1990,Bulgaria
"Бернасер, Франсеск",0,#E59247,Bulgaria,Bulgarian
"Гарсес, Томас",0,#E59247,Bulgarian,"Голев, Владимир"
"Еспріу, Сальвадор",0,#E59247,1980 - 1990,Bulgaria
"Каддерс, Пере",0,#E59247,Bulgaria,Bulgarian
"Карнер, Жозеп",0,#E59247,Bulgarian,"Голев, Владимир"
"Кукурул, Фелікс",0,#E59247,1980 - 1990,Bulgaria
"Ліост, Герау де",0,#E59247,Bulgaria,Bulgarian
"Манент, Марія",0,#E59247,Bulgarian,"Голев, Владимир"
"Понс, Жозеп Себастія",0,#E59247,1980 - 1990,Bulgaria
"Сагарра, Жозеп М. де",0,#E59247,Bulgaria,Bulgarian
"Сальват-Папасейт, Жоан",0,#E59247,Bulgarian,"Гончев, Кирил Христов"
Italy,194,#F2A2A11,1970 - 1980,Bulgaria
"Адамо, Себастьяно",0,#E59247,Bulgaria,Bulgarian
"Алерамо, Сибілла",0,#E59247,Bulgarian,"Грозев, Кунчо"
"Аріосто, Лодовіко",0,#E59247,1970 - 1980,Bulgaria
Арнольд з Вілланови,0,#E59247,Bulgaria,Bulgarian
"Бевілаква, Альберто",0,#E59247,Bulgarian,"Грубешлієва, Марія"
"Беллецца, Даріо",0,#E59247,1980 - 1990,Bulgaria
"Бертолуччі, Аттіліо",0,#E59247,Bulgaria,Bulgarian
"Бокаччіо [Боккаччо), Джованні",0,#E59247,Bulgarian,"Гуляшки, Андрей"
"Бонавірі, Джузеппе",0,#E59247,1980 - 1990,Bulgaria
"Бонтемпелі, Максим",0,#E59247,Bulgaria,Bulgarian
"Будзаті, Діно",0,#E59247,Bulgarian,"Гуляшки, Андрей"
"Буттітта, Іньяціо",0,#E59247,1980 - 1990,Bulgaria
"Вентурі, Марчелло",0,#E59247,Bulgaria,Bulgarian
"Віллароель, Джузеппе",0,#E59247,Bulgarian,"Гуляшки, Андрей"
"Вітторіні, Еліо",0,#E59247,1960 - 1970,Bulgaria
"Вольпоні, Паоло",0,#E59247,Bulgaria,Bulgarian
"Грассо, Маріо",0,#E59247,Bulgarian,"Гуляшки, Андрей"
"Греппі, Чезаре",0,#E59247,1960 - 1970,Bulgaria
"Гуцці, Паоло",0,#E59247,Bulgaria,Bulgarian
"Данте, Аліг’єрі [Алігієрі]",0,#E59247,Bulgarian,"Гуляшки, Андрей"
"Д’Арріго, Стефано",0,#E59247,1970 - 1980,Bulgaria
"Де Віта, Ніно",0,#E59247,Bulgaria,Bulgarian
"Деледда, Грація",0,#E59247,Bulgarian,"Давіздков, Іван"
"Дзаккаріа, Альфонсо",0,#E59247,1970 - 1980,Bulgaria
"Дзандзотто, Андреа",0,#E59247,Bulgaria,Bulgarian
"Ді Мауро, Антоніо",0,#E59247,Bulgarian,"Давіздков, Іван"
"Доплікер, Фабіо",0,#E59247,1980 - 1990,Bulgaria
"Еко, Умберто",0,#E59247,Bulgaria,Bulgarian
"Кадорезі, Доменіко",0,#E59247,Bulgarian,"Давіздков, Іван"
"Кальвіно, Італо",0,#E59247,1970 - 1980,Bulgaria
Кальцібіджі Р,0,#E59247,Bulgaria,Bulgarian
"Кампанелла, Томмазо",0,#E59247,Bulgarian,"Давіздков, Іван"
"Капроні, Джорджо",0,#E59247,1950 - 1960,Bulgaria
"Каттафі, Бартоло",0,#E59247,Bulgaria,Bulgarian
"Квазімодо, Сальваторе",0,#E59247,Bulgarian,"Давіздков, Іван"
"Колонна, Сільвана",0,#E59247,1970 - 1980,Bulgaria
"Конте, Джузеппе",0,#E59247,Bulgaria,Bulgarian
"Крумм, Ерманно",0,#E59247,Bulgarian,"Давіздков, Іван"
"Лампедуза, Джузеппе Томазі ді",0,#E59247,1980 - 1990,Bulgaria
"Лароккі, Маріка",0,#E59247,Bulgaria,Bulgarian
Леонардо да Вінчі,0,#E59247,Bulgarian,"Давіздков, Іван"
"Леопарді, Енно",0,#E59247,1970 - 1980,Bulgaria
"Леопарді, Джакомо",0,#E59247,Bulgaria,Bulgarian
"Леотта, Вінченцо",0,#E59247,Bulgarian,"Далчев, Атанас"
"Луці, Маріо",0,#E59247,1970 - 1980,Bulgaria
"Магреллі, Валеріо",0,#E59247,Bulgaria,Bulgarian
"Майоріно, Джанкарло",0,#E59247,Bulgarian,"Далчев, Атанас"
"Мал апарте, Курціо",0,#E59247,1970 - 1980,Bulgaria
"Малерба, Луїджі",0,#E59247,Bulgaria,Bulgarian
"Маніакко, Тіто Маріа",0,#E59247,Bulgarian,"Далчев, Атанас"
"Маріно, Джамбаттіста",0,#E59247,1960 - 1970,Bulgaria
"Маротта, Джузеппе",0,#E59247,Bulgaria,Bulgarian
"Мастронарді, Луго",0,#E59247,Bulgarian,"Далчев, Атанас"
Мікеланджело Буонаротті,0,#E59247,1960 - 1970,Bulgaria
"Мікелі, Сільвіо",0,#E59247,Bulgaria,Bulgarian
"Монтале, Еудженіо",0,#E59247,Bulgarian,"Далчев, Атанас"
"Монтелла, Карло",0,#E59247,1960 - 1970,Bulgaria
"Моравіа, Альберто",0,#E59247,Bulgaria,Bulgarian
"Негрі, Ада",0,#E59247,Bulgarian,"Даскалов, Стоян Ц"
"Ньєво, Станіслав",0,#E59247,1960 - 1970,Bulgaria
"Оренго, Ніно",0,#E59247,Bulgaria,Bulgarian
"Павезе, Чезаре",0,#E59247,Bulgarian,"Даскалов, Стоян Ц"
"Педролі, Амлето",0,#E59247,1950 - 1960,Bulgaria
"Пеллікано, Ауреліо",0,#E59247,Bulgaria,Bulgarian
"Петрарка, Франческо",0,#E59247,Bulgarian,"Даскалов, Стоян Ц"
"П’єрсанті, Умберто",0,#E59247,1980 - 1990,Bulgaria
"Пікколо, Лучо",0,#E59247,Bulgaria,Bulgarian
"Піранделло, Луїджі",0,#E59247,Bulgarian,"Дебелянов, Димчо"
"Понці, Мауро",0,#E59247,1970 - 1980,Bulgaria
"Порта, Антоніо",0,#E59247,Bulgaria,Bulgarian
"Пьйовене, Гвідо",0,#E59247,Bulgarian,"Джагаров, Георгій"
"Рамелла-Баньєрі, Джованні",0,#E59247,1970 - 1980,Bulgaria
"Ріпелліно, Анджело Марія",0,#E59247,Bulgaria,Bulgarian
"Роверсі, Роберто",0,#E59247,Bulgarian,"Джагаров, Георгій"
"Родарі, Джанні",0,#E59247,1980 - 1990,Bulgaria
"Росселлі, Амелія",0,#E59247,Bulgaria,Bulgarian
"Россо, Ренцо",0,#E59247,Bulgarian,"Джагаров, Георгій"
"Руффіллі, Паоло",0,#E59247,1970 - 1980,Bulgaria
"Саба, Умберто",0,#E59247,Bulgaria,Bulgarian
"Сангвінетті, Едоардо",0,#E59247,Bulgarian,"Джагаров, Георгій"
"Серені, Вітторіо",0,#E59247,1950 - 1960,Bulgaria
"Солдаті, Маріо",0,#E59247,Bulgaria,Bulgarian
"Спаціані, Марія-Луїза",0,#E59247,Bulgarian,"Дикова, Марта"
"Стента, Урбано",0,#E59247,1980 - 1990,Bulgaria
"Страті, Саверіо",0,#E59247,Bulgaria,Bulgarian
"Тавілла, Еліо",0,#E59247,Bulgarian,"Дилов, Любен"
"Томасео, Нікольо",0,#E59247,1970 - 1980,Bulgaria
"Тофанеллі, Артуро",0,#E59247,Bulgaria,Bulgarian
"Унгаретті, Джузеппе",0,#E59247,Bulgarian,"Димитрова, Блага"
"Фава, Джузеппе",0,#E59247,1970 - 1980,Bulgaria
"Фенольйо, Беппе",0,#E59247,Bulgaria,Bulgarian
"Філіппо, Едуардо де",0,#E59247,Bulgarian,"Дишев, Димитр"
"Флайяно, Енніо",0,#E59247,1960 - 1970,Bulgaria
"Фонтанелля, Луїджі",0,#E59247,Bulgaria,Bulgarian
"Фратантоніо, Кармела",0,#E59247,Bulgarian,"Донев, Антон"
"Цейкен, Валентино",0,#E59247,1960 - 1970,Bulgaria
"Чеккеріні, Сільвано",0,#E59247,Bulgaria,Bulgarian
"Шаша, Леонардо",0,#E59247,Bulgarian,"Донев, Антон"
"Щербаненко, Джорджо",0,#E59247,1980 - 1990,Bulgaria
"Якоббі, Руджеро",0,#E59247,Bulgaria,Bulgarian
Якопоне да Тоді,0,#E59247,Bulgarian,"Донков, Калін"
Jordan,1,#F2A2A11,1970 - 1980,Bulgaria
"Тукан, Фадва",0,#E59247,Bulgaria,Bulgarian
Cameroon,3,#F2A2A11,Bulgarian,"Донков, Славчо"
"Бото, Еза",0,#E59247,1980 - 1990,Bulgaria
"Йондо, Елолонге Епанья",0,#E59247,Bulgaria,Bulgarian
"Санга-Куо, Франсуа",0,#E59247,Bulgarian,"Драганов, Николай"
Canada. Literature in English,62,#F2A2A11,1980 - 1990,Bulgaria
"Арнасон, Девід",0,#E59247,Bulgaria,Bulgarian
"Блісс, Кармен",0,#E59247,Bulgarian,"Євтимов, Євтим"
"Валгардсон, Вільям [У. Д.]",0,#E59247,1960 - 1970,Bulgaria
"Вілсон, Етель",0,#E59247,Bulgaria,Bulgarian
"Гарнер, Х’ю",0,#E59247,Bulgarian,"Євтимов, Євтим"
"Гловер, Дуглас",0,#E59247,1980 - 1990,Bulgaria
"Гроу, Фредерік Філіп",0,#E59247,Bulgaria,Bulgarian
"Гуд, Х’ю",0,#E59247,Bulgarian,"Єленков, Лучезар"
"Джонсон, Полін (Текайонуейк)",0,#E59247,1970 - 1980,Bulgaria
"Етвуд, Маргарет",0,#E59247,Bulgaria,Bulgarian
"Картер, Дайсон",0,#E59247,Bulgarian,"Жеков, Васко"
Касл Джон & Гейлі Артур,0,#E59247,1970 - 1980,Bulgaria
"Келеген, Морлі",0,#E59247,Bulgaria,Bulgarian
"Кінг, Френсіс",0,#E59247,Bulgarian,"Жотев, Добрі"
Кінселла В. П,0,#E59247,1960 - 1970,Bulgaria
"Коломбо, Джон Роберт",0,#E59247,Bulgaria,Bulgarian
"Кулі, Деніс",0,#E59247,Bulgarian,"Зцдаров(3идар), Никола"
"Купченко-Фролик, Глорія",0,#E59247,1960 - 1970,Bulgaria
"Лайвсей, Дороті",0,#E59247,Bulgaria,Bulgarian
"Лікок, Стівен",0,#E59247,Bulgarian,"Зцдаров(3идар), Никола"
"Моует, Фарлі",0,#E59247,1950 - 1960,Bulgaria
"Мур, Брайєн",0,#E59247,Bulgaria,Bulgarian
"Нідхем, Річард",0,#E59247,Bulgarian,"Ісаєв, Младен"
"Осборн, Маргот",0,#E59247,1970 - 1980,Bulgaria
"Рига, Джордж",0,#E59247,Bulgaria,Bulgarian
"Річлер, Мордекай",0,#E59247,Bulgarian,"Ісаєв, Младен"
"Робертс, Чарлз",0,#E59247,1970 - 1980,Bulgaria
"Саустер, Реймонд",0,#E59247,Bulgaria,Bulgarian
"Сервіс, Роберт",0,#E59247,Bulgarian,"Ісаєв, Младен"
"Томсон, І. В",0,#E59247,1970 - 1980,Bulgaria
"Уоллес, Джо",0,#E59247,Bulgaria,Bulgarian
"Уорр, Бертрам",0,#E59247,Bulgarian,"Ісаєв, Младен"
Canada. Literature in French,27,#F2A2A11,1980 - 1990,Bulgaria
"Гарно, Ектор Сен-Дені де",0,#E59247,Bulgaria,Bulgarian
"Гранбуа, Ален",0,#E59247,Bulgarian,"Ісаєв, Младен"
"Гранмон, Елуа де",0,#E59247,1970 - 1980,Bulgaria
"Ебер, Анна",0,#E59247,Bulgaria,Bulgarian
"Ено, Жіль",0,#E59247,Bulgarian,"Ісаєв, Младен"
"Ланьє, Ріна",0,#E59247,1970 - 1980,Bulgaria
"Лапуент, Гасьєн",0,#E59247,Bulgaria,Bulgarian
"Лапуент, Поль-Марія",0,#E59247,Bulgarian,"Ісаєв, Младен"
"Майє, Андре",0,#E59247,1980 - 1990,Bulgaria
"Мірон, Гастон",0,#E59247,Bulgaria,Bulgarian
"Морансі, П’єр",0,#E59247,Bulgarian,"Ісаєва, Людмила"
"Неліган [|Нелліган], Еміль",0,#E59247,1970 - 1980,Bulgaria
"Параді, Сюзанна",0,#E59247,Bulgaria,Bulgarian
"Пілон, Жан-Гі",0,#E59247,Bulgarian,"Йовков, Йордан"
"Піше, Альфонс",0,#E59247,1970 - 1980,Bulgaria
"Рутьє, Сімона",0,#E59247,Bulgaria,Bulgarian
"Сікот, Сільвія",0,#E59247,Bulgarian,"Йовков, Йордан"
Kenya,4,#F2A2A11,1970 - 1980,Bulgaria
"Мвангі, Меджа",0,#E59247,Bulgaria,Bulgarian
"Нгугі, Ва Тхіонго [Нгугі",0,#E59247,Bulgarian,"Йовков, Йордан"
China,58,#F2A2A11,1980 - 1990,Bulgaria
Chinese,49,#D1605E,Bulgaria,Bulgarian
"Ай, У",0,#E59247,Bulgarian,"Каляев, Камен"
"Ай, Цін",0,#E59247,1980 - 1990,Bulgaria
"Беі, Дао",0,#E59247,Bulgaria,Bulgarian
Old Chinese,1,#D1605E,Bulgarian,"Каляев, Камен"
"Бо, Цзюй-і",0,#E59247,1980 - 1990,Bulgaria
"Ван, Вень-Ші",0,#E59247,Bulgaria,Bulgarian
"Ван, Мен",0,#E59247,Bulgarian,"Каляев, Камен"
"Вань, Чживень",0,#E59247,1960 - 1970,Bulgaria
"Вень, Су",0,#E59247,Bulgaria,Bulgarian
"Гу, Хуа",0,#E59247,Bulgarian,"Каляев, Камен"
"Гу, Чхан",0,#E59247,1960 - 1970,Bulgaria
Ден Чжун-ся,0,#E59247,Bulgaria,Bulgarian
"Ду, Пен-Чен",0,#E59247,Bulgarian,"Каляев, Камен"
"Ду, Фу",0,#E59247,1960 - 1970,Bulgaria
"Жао, Чжан-фин",0,#E59247,Bulgaria,Bulgarian
"Жень, Веньжань",0,#E59247,Bulgarian,"Каляев, Камен"
"Лі, Бо",0,#E59247,1960 - 1970,Bulgaria
"Лі, Вей-лунь",0,#E59247,Bulgaria,Bulgarian
"Лі, Ган",0,#E59247,Bulgarian,"Каляев, Камен"
"Лі, Ін",0,#E59247,1960 - 1970,Bulgaria
"Лі, Ке та Лі Вей-Хань",0,#E59247,Bulgaria,Bulgarian
"Ло, Бін-цзи",0,#E59247,Bulgarian,"Каляев, Камен"
"Лю, Гун",0,#E59247,1990 - 2000,Bulgaria
"Лю, Шао-нань",0,#E59247,Bulgaria,Bulgarian
"Лю, Шахе",0,#E59247,Bulgarian,"Каралійчев, Ангел"
"Мао, Мао",0,#E59247,1990 - 2000,Bulgaria
"Мао, Цзе-дун",0,#E59247,Bulgaria,Bulgarian
"Пен, Цзяньмін",0,#E59247,Bulgarian,"Каралійчев, Ангел"
"Фан, Чжи-мінь",0,#E59247,1970 - 1980,Bulgaria
"Фу, Інь",0,#E59247,Bulgaria,Bulgarian
"Хе, Ці-фан",0,#E59247,Bulgarian,"Карасимеонов, Александр"
"Цзоу, Хофань",0,#E59247,1950 - 1960,Bulgaria
"Чжан, Канкан",0,#E59247,Bulgaria,Bulgarian
"Чжан, Сянь",0,#E59247,Bulgarian,"Караславов, Георгій"
"Чжан, Чжимінь",0,#E59247,1930 - 1940,Bulgaria
"Чжоу, Кецінь",0,#E59247,Bulgaria,Bulgarian
"Чжу, Цзицін",0,#E59247,Bulgarian,"Караславов, Георгій"
"Шао, Яньсан",0,#E59247,1980 - 1990,Bulgaria
"Шу, Тін [Шу Тхинь]",0,#E59247,Bulgaria,Bulgarian
Ю Кван,0,#E59247,Bulgarian,"Караславов, Слав Христов"
"Юань, Шуй-по",0,#E59247,1970 - 1980,Bulgaria
Ян Ліан,0,#E59247,Bulgaria,Bulgarian
Яо Шаньбі,0,#E59247,Bulgarian,"Караславов, Слав Христов"
Cyprus,14,#F2A2A11,1970 - 1980,Bulgaria
"Антіас, Тевкрос",0,#E59247,Bulgaria,Bulgarian
"Ліасідіс, Павлос",0,#E59247,Bulgarian,"Караславов, Слав Христов"
"Молескіс, Йоргос",0,#E59247,1960 - 1970,Bulgaria
"Ніколаїдіс, Нікос",0,#E59247,Bulgaria,Bulgarian
"Пеоніду, Еллі",0,#E59247,Bulgarian,"Караславов, Слав Христов"
"Піерідіс, Феодосіє",0,#E59247,1980 - 1990,Bulgaria
