id,size,color,source,target
,,,French,"Бодлер, Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Бодлер, Шарль"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Бодлер, Шарль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Бодлер, Шарль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,-
,,,-,"Бодлер, Шарль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Боер, Анна-Марія"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Борн, Ален"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Боске, Ален"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,-
,,,-,"Брель, Жак"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,-
,,,-,"Брель, Жак"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Бретон, Ґі"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,Буало П’єр & Нарсежак Том
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Буало-Депрео, Ніколя"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Буланже, Данієль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Буланже, Данієль"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Буль, П’єр"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Буль, П’єр"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Буль, П’єр"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Буль, П’єр"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Бютор, Мішель"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Вайян-Кутюр’є, Поль"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Валері, Поль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Валері, Поль"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Валері, Поль"
,,,1930 - 1940,France. French Literature
,,,France. French Literature,-
,,,-,"Валлес, Жюль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Валлес, Жюль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Валлес, Жюль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Валлес, Жюль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Валлес, Жюль"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Валлес, Жюль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Верде, Андре"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Вері, П’ср"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Вері, П’ср"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Верлен, Поль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Верлен, Поль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Верлен, Поль"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Верлен, Поль"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Верлен, Поль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Версель, Роже"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Віан, Борис"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Віан, Борис"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,Old French
,,,Old French,"Війон, Франсуа"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,Old French
,,,Old French,"Війон, Франсуа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Війон, Франсуа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Війон, Франсуа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Війон, Франсуа"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Війон, Франсуа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Вільдрак, Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Вільдрак, Шарль"
,,,1930 - 1940,France. French Literature
,,,France. French Literature,-
,,,-,"Вільом, Максим"
,,,1930 - 1940,France. French Literature
,,,France. French Literature,-
,,,-,"Вільом, Максим"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Віо, Теофільде"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Віо, Теофільде"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Віо, Теофільде"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Вольтер, Франсуа"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Вольтер, Франсуа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Вольтер, Франсуа"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,-
,,,-,"Вольтер, Франсуа"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,"German, Polish, Russian"
,,,"German, Polish, Russian","Вольтер, Франсуа"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Вюрмсер, Андре"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Галло, Макс"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Галло, Макс"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Галло, Макс"
,,,1950 - 1960,France. French Literature
,,,France. French Literature,French
,,,French,"Гамарра, П’єр"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Гамарра, П’єр"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гамарра, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гамарра, П’єр"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Гаракур, Ёдмонд"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Гарі, Ромен"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гарі, Ромен"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гарі, Ромен"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гарі, Ромен"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гарі, Ромен"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Герен [Ґерен], Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Герен [Ґерен], Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гі Каду, Рене"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гі Каду, Рене"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гіль, Рене"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,-
,,,-,"Гільвік [Гійєвік], Єжен"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,-
,,,-,"Гільвік [Гійєвік], Єжен"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гільвік [Гійєвік], Єжен"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гільвік [Гійєвік], Єжен"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гові, Жорж"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гові, Жорж"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гові, Жорж"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гові, Жорж"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гові, Жорж"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гові, Жорж"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гомес-Аркос, Агустін"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,Едмон де Гонкур & Жюль де Гонкур
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,Едмон де Гонкур & Жюль де Гонкур
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Готьє, Теофіль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Готьє, Теофіль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Греньє, Роже"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гуго, Анрі"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Гюго [Гюго], Віктор"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Гюго [Гюго], Віктор"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гюго [Гюго], Віктор"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Гюго [Гюго], Віктор"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Гюго [Гюго], Віктор"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Гюго [Гюго], Віктор"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Ґрін, Жюльєн"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Деборд-Вальмор, Марселіно"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дево, Раймон"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дезож’є, Марк-Антуан"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,Деккер
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Делорм, Моріс"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Дельвай, Бернар"
,,,1920 - 1930,France. French Literature
,,,France. French Literature,French
,,,French,"Делюк, Луї"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Денк, Теодор"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Десное, Робер"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Десное, Робер"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Десное, Робер"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Дефорж, Режіна"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Дефорж, Режіна"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дешан, Есташ"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дідро, Дені"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дідро, Дені"
,,,1950 - 1960,France. French Literature
,,,France. French Literature,French
,,,French,"Добжинський, Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Добжинський, Шарль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Дрюон, Моріс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дю Белле, Жоашен [Жоакен]"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дю Белле, Жоашен [Жоакен]"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дю Белле, Жоашен [Жоакен]"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Дю Белле, Жоашен [Жоакен]"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Дюпон, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Екушар-Лебрен, Понс-Дені"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1950 - 1960,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1950 - 1960,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Елюар, Поль"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Еме, Марсель"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Еме, Марсель"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Еме, Марсель"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Емманюель, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Емманюель, П’єр"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Емманюель, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Ередіа, Жозе-Марі де"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Ередіа, Жозе-Марі де"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,-
,,,-,"Ередіа, Жозе-Марі де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Ередіа, Жозе-Марі де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Ередіа, Жозе-Марі де"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Ередіа, Жозе-Марі де"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Ескарпі, Робер"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Жакоб, Макс"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Жаміак, Ів"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Жене, Жан"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,Жіврі Крістіна & Бержере Ів
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Жуї, Жюль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Інар, Гюстав"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Йонеско, Ежен"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,-
,,,-,"Йонеско, Ежен"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Каду, Рене гі"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Камю, Альбер"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Камю, Альбер"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Камю, Альбер"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Камю, Альбер"
,,,1950 - 1960,France. French Literature
,,,France. French Literature,French
,,,French,"Каналь, Жоржета Сюре"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Канапа, Жан"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Кардиналь, Марі"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Кардиналь, Марі"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Кардиналь, Марі"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Кассу, Жан"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Кессель, Жозеф"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Кессель, Патрік"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Кістер, Мішель"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Клавель, Бернар"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Клеман, Жан-Батіст"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Клер, Рене"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Клер, Рене"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Клодель, Поль"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Ковен, Патрік"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Кокто, Жан"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Кокто, Жан"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Корнель, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Корнель, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Крамоссель, Сюзан"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Креслі, Анрі"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Кро, Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Ламартін, Альфонс"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Ларошфуко, Франсуа де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Лафонтен, Жан де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Лафонтен, Жан де"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Лафорг, Жюль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Лафорг, Жюль"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Лаффіт, Жан"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Лашамбоді, П’єр"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Лашамбоді, П’єр"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Леблан, Моріс"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,Леклезіо Ж.-М.-Г
,,,1980 - 1990,France. French Literature
,,,France. French Literature,-
,,,-,"Леконт де Ліль, Шарль-Марі"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,-
,,,-,"Леконт де Ліль, Шарль-Марі"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Леконт де Ліль, Шарль-Марі"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Леконт де Ліль, Шарль-Марі"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Леконт де Ліль, Шарль-Марі"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Леконт де Ліль, Шарль-Марі"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Леру, Гастон"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Леру, Гастон"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Леру, Гастон"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Леру, Гастон"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Леру, Гастон"
,,,1930 - 1940,France. French Literature
,,,France. French Literature,-
,,,-,"Лефевр, Раймонд"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Малерб, Франсуа де"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Малларме, Стефан"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Малларме, Стефан"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Малларме, Стефан"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Малле-Жоріс, Франсуаза"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Малле-Жоріс, Франсуаза"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Малле-Жоріс, Франсуаза"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Мальро, Андре"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Мальро, Андре"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мамміак, Луїза"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,Маргарита Наваррська
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Марешаль, Сільвен"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,Марі де Франс
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Марке, Габріель"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Маро, Клеман"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Маро, Клеман"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Менар, Луї"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Мері, Руссель де"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Мерль, Робер"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мерріль, Стюарт"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мерріль, Стюарт"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,-
,,,-,"Мішель, Луїза"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Мішель, Луїза"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мішо, Анрі"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Мішо, Анрі"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Модіано, Патрік"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мольєр, Жан-Батіст"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Мольєр, Жан-Батіст"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мольєр, Жан-Батіст"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Моно, Франсуа"
,,,1920 - 1930,France. French Literature
,,,France. French Literature,-
,,,-,"Моран, Поль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Моріак, Франсуа"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Моруа, Андре"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,-
,,,-,"Моруа, Андре"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,-
,,,-,"Моруа, Андре"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,-
,,,-,"Моруа, Андре"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Моруа, Андре"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Моруа, Андре"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мюссе, Альфред де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мюссе, Альфред де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мюссе, Альфред де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Мюссе, Альфред де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Натайєф, Кароліна"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Нерваль, Жерар де"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,-
,,,-,"Нерваль, Жерар де"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Ноай, Аннаде"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"д’Обіньс, Теодор Агріппа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"д’Обіньс, Теодор Агріппа"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"д’Орлеань, Шарль"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Пармелен, Елен"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Пармелен, Елен"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Парні, Еваріст-Дезіре"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Паскаль, Блез"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Пегі, Шарль"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Пейзан, Катрін"
,,,1980 - 1990,France. French Literature
,,,France. French Literature,French
,,,French,"Пейзан, Катрін"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Перрюшо, Анрі"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Перрюшо, Анрі"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Перрюшо, Анрі"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Перс, Сен-Жон"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Перс, Сен-Жон"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Перс, Сен-Жон"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Перс, Сен-Жон"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Перс, Сен-Жон"
,,,1970 - 1980,France. French Literature
,,,France. French Literature,French
,,,French,"Перс, Сен-Жон"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"П’єрар, Андре"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Пізан, Крістіна де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Пізан, Крістіна де"
,,,1960 - 1970,France. French Literature
,,,France. French Literature,French
,,,French,"Пізан, Крістіна де"
,,,1990 - 2000,France. French Literature
,,,France. French Literature,French
,,,French,"Понс, Моріс"
