id,size,color,source,target
"Шевчук, Тетяна",1,#E59247,Georgian,"Бараташвілі, Ніколоз"
"Ярмак, Леся",1,#E59247,1920 - 1930,Georgia
Uruguay,1.067556156,#F2A2A11,Georgia,Georgian
"Бенедетті, Маріо",1,#E59247,Georgian,Джавахішвілі М
"Бенітес, Отто",1,#E59247,1920 - 1930,Georgia
"Варела, Луїс Альберто",1,#E59247,Georgia,Georgian
"Гравіна, Альфредо",1,#E59247,Georgian,Джавахішвілі М
"Канепа, Альдо",1,#E59247,1930 - 1940,Georgia
"Кірога, Орасіо",1,#E59247,Georgia,Georgian
"Маркес, Сельва",1,#E59247,Georgian,Назарлі
"Саралегі, Хувеналь Ортіс",1,#E59247,1990 - 2000,Georgia
"Феррейро, Альфредо Маріо",1,#E59247,Georgia,Georgian
"Фігередо, Альваро",1,#E59247,Georgian,"Рчеулішвілі, Гурам"
Philippines,1.056296797,#F2A2A11,1920 - 1930,Georgia
"Булосан, Карлос",1,#E59247,Georgia,-
"Вілья, Хосе Гарсіа",1,#E59247,-,"Суліяшвілі, Давид"
"Дісон, Пауло",1,#E59247,1920 - 1930,Georgia
"Круз, Мануель",1,#E59247,Georgia,-
Tagalog,1.00562968,#D1605E,-,"Суліяшвілі, Давид"
"Пандан, Педро",1,#E59247,1920 - 1930,Georgia
"Рейєс, Корнеліо",1,#E59247,Georgia,Georgian
"Рісаль, Хосе",1,#E59247,Georgian,"Татішвілі, Йос"
"Росес, Алехандро Р",1,#E59247,1990 - 2000,Georgia
"Сіоніл, Хосе Франсіско",1,#E59247,Georgia,Georgian
Finland,1.129482632,#F2A2A11,Georgian,"Табідзе, Галактіон"
"Андерссон, Клас",1,#E59247,1980 - 1990,Denmark
Finnish,1.045037437,#D1605E,Denmark,Danish
"Вала, Катрі",1,#E59247,Danish,"Андерсен, Бенні"
"Вяльк’япаа, Нільс-Аслак",1,#E59247,1980 - 1990,Denmark
"Ларні, Мартті",1,#E59247,Denmark,-
"Маннер, Ева-Лііса",1,#E59247,-,"Гольберг, Людвіг"
"Мері, Вейо",1,#E59247,1920 - 1930,Denmark
"Міккола, Марія-Леена",1,#E59247,Denmark,Danish
"Нуммі, Лассі",1,#E59247,Danish,"Ієнсен, Іганес"
"Оксанен, Аулікі",1,#E59247,1930 - 1940,Denmark
"Рінтала, Пааво",1,#E59247,Denmark,German
"Россі, Матті",1,#E59247,German,"Нексе, Мартін Андерсен"
"Саарітса, Пентті",1,#E59247,1920 - 1930,Denmark
"Сінерво, Ельві",1,#E59247,Denmark,Danish
"Туртіайнен, Арво",1,#E59247,Danish,"Нексе, Мартін Андерсен"
Swedish,1.073185836,#D1605E,1960 - 1970,Denmark
"Форс, Ханс",1,#E59247,Denmark,Danish
"Хульден, Ларс",1,#E59247,Danish,"Палессен, Оге"
"Хяллі, Матті",1,#E59247,1960 - 1970,Denmark
France. French Literature,3.617801047,#F2A2A11,Denmark,Danish
"Алле, Альфонс",1,#E59247,Danish,"Петерсен, Йорген"
Old French,1.016889039,#D1605E,1960 - 1970,Denmark
"Аполлінер, Гійом",1,#E59247,Denmark,Danish
"Арагон, Луї",1,#E59247,Danish,"Петерсен, Йорген"
"Базен, Ерве",1,#E59247,1960 - 1970,Denmark
"Бальзак, Оноре де. Серафіта: Роман",1,#E59247,Denmark,Danish
"Барб’є, Опост",1,#E59247,Danish,"Петерсен, Йорген"
"Барбюс, Анрі",1,#E59247,1960 - 1970,Denmark
"Бассіс, Анрі",1,#E59247,Denmark,Danish
"Батай, Мішель",1,#E59247,Danish,"Петерсен, Йорген"
"Бек, Беатрікс",1,#E59247,1960 - 1970,Denmark
"Белло, Ремі",1,#E59247,Denmark,Danish
"Беранже, П’єр-Жан",1,#E59247,Danish,"Петерсен, Йорген"
"Бержере, Ів",1,#E59247,1960 - 1970,Denmark
"Бернанос, Жорж",1,#E59247,Denmark,Danish
"Блок, Жан-Рішар",1,#E59247,Danish,"Сендербю, Кнуд"
"Блон, Жорж",1,#E59247,1960 - 1970,Denmark
"Бодлер, Шарль",1,#E59247,Denmark,Danish
"Боер, Анна-Марія",1,#E59247,Danish,"Скоу-Хансен, Таге"
"Борн, Ален",1,#E59247,1980 - 1990,Denmark
"Боске, Ален",1,#E59247,Denmark,Danish
"Брель, Жак",1,#E59247,Danish,"Стінус, Ерік"
"Бретон, Ґі",1,#E59247,1960 - 1970,Denmark
Буало П’єр & Нарсежак Том,1,#E59247,Denmark,Danish
"Буало-Депрео, Ніколя",1,#E59247,Danish,"Хейнесен, Вільям"
"Буланже, Данієль",1,#E59247,1970 - 1980,Denmark
"Буль, П’єр",1,#E59247,Denmark,Danish
"Бютор, Мішель",1,#E59247,Danish,"Шерфіг, Хане"
"Вайян-Кутюр’є, Поль",1,#E59247,1970 - 1980,Dominican Republic
"Валері, Поль",1,#E59247,Dominican Republic,Spanish
"Валлес, Жюль",1,#E59247,Spanish,"Бош, Хуан"
"Верде, Андре",1,#E59247,1970 - 1980,Ecuador
"Вері, П’ср",1,#E59247,Ecuador,Spanish
"Верлен, Поль",1,#E59247,Spanish,"Ікаса, Хорхе"
"Версель, Роже",1,#E59247,1980 - 1990,Ecuador
"Віан, Борис",1,#E59247,Ecuador,Spanish
"Війон, Франсуа",1,#E59247,Spanish,"Каррера Андрада(Андраде), Хорхе"
"Вільдрак, Шарль",1,#E59247,1990 - 2000,Ecuador
"Вільом, Максим",1,#E59247,Ecuador,Spanish
"Віо, Теофільде",1,#E59247,Spanish,"Каррера Андрада(Андраде), Хорхе"
"Вольтер, Франсуа",1,#E59247,1990 - 2000,Ecuador
"German, Polish, Russian",1.00562968,#D1605E,Ecuador,-
"Вюрмсер, Андре",1,#E59247,-,"Каррера Андрада(Андраде), Хорхе"
"Галло, Макс",1,#E59247,1980 - 1990,Ethiopia
"Гамарра, П’єр",1,#E59247,Ethiopia,English
"Гаракур, Ёдмонд",1,#E59247,English,"Губенья, Абе"
"Гарі, Ромен",1,#E59247,1980 - 1990,Ethiopia
"Герен [Ґерен], Шарль",1,#E59247,Ethiopia,English
"Гі Каду, Рене",1,#E59247,English,"Губенья, Абе"
"Гіль, Рене",1,#E59247,1970 - 1980,Ethiopia
"Гільвік [Гійєвік], Єжен",1,#E59247,Ethiopia,-
"Гові, Жорж",1,#E59247,-,"Муляту, Аяльнех"
"Гомес-Аркос, Агустін",1,#E59247,1970 - 1980,Ethiopia
Едмон де Гонкур & Жюль де Гонкур,1,#E59247,Ethiopia,-
"Готьє, Теофіль",1,#E59247,-,"Муляту, Аяльнех"
"Греньє, Роже",1,#E59247,1970 - 1980,Egypt
"Гуго, Анрі",1,#E59247,Egypt,Arabic
"Гюго [Гюго], Віктор",1,#E59247,Arabic,"Ас-Сібаї (Ес-Сібаї), Юсуф"
"Ґрін, Жюльєн",1,#E59247,1970 - 1980,Egypt
"Деборд-Вальмор, Марселіно",1,#E59247,Egypt,English
"Дево, Раймон",1,#E59247,English,"Ас-Сібаї (Ес-Сібаї), Юсуф"
"Дезож’є, Марк-Антуан",1,#E59247,1950 - 1960,Egypt
Деккер,1,#E59247,Egypt,Arabic
"Делорм, Моріс",1,#E59247,Arabic,"Ібрагім, Хафіз"
"Дельвай, Бернар",1,#E59247,1980 - 1990,Egypt
"Делюк, Луї",1,#E59247,Egypt,Arabic
"Денк, Теодор",1,#E59247,Arabic,"аль-Куаїд, Мухаммед Юсуф"
"Десное, Робер",1,#E59247,1980 - 1990,Egypt
"Дефорж, Режіна",1,#E59247,Egypt,Arabic
"Дешан, Есташ",1,#E59247,Arabic,"Махфуз, Нагіб"
"Дідро, Дені",1,#E59247,1990 - 2000,Egypt
"Добжинський, Шарль",1,#E59247,Egypt,Arabic
"Дрюон, Моріс",1,#E59247,Arabic,"Махфуз, Нагіб"
"Дю Белле, Жоашен [Жоакен]",1,#E59247,1960 - 1970,Egypt
"Дюпон, П’єр",1,#E59247,Egypt,Arabic
"Екушар-Лебрен, Понс-Дені",1,#E59247,Arabic,"Саадані, Махмуд"
"Елюар, Поль",1,#E59247,1990 - 2000,Egypt
"Еме, Марсель",1,#E59247,Egypt,Arabic
"Емманюель, П’єр",1,#E59247,Arabic,"Сидкі, Мухаммад"
"Ередіа, Жозе-Марі де",1,#E59247,1970 - 1980,Egypt
"Ескарпі, Робер",1,#E59247,Egypt,Arabic
"Жакоб, Макс",1,#E59247,Arabic,"Файвд, Сулейман"
"Жаміак, Ів",1,#E59247,1950 - 1960,Egypt
"Жене, Жан",1,#E59247,Egypt,Arabic
Жіврі Крістіна & Бержере Ів,1,#E59247,Arabic,"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман"
"Жуї, Жюль",1,#E59247,1970 - 1980,Egypt
"Інар, Гюстав",1,#E59247,Egypt,Arabic
"Йонеско, Ежен",1,#E59247,Arabic,"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман"
"Каду, Рене гі",1,#E59247,1980 - 1990,Egypt
"Камю, Альбер",1,#E59247,Egypt,Arabic
"Каналь, Жоржета Сюре",1,#E59247,Arabic,"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман"
"Канапа, Жан",1,#E59247,1980 - 1990,Zambia
"Кардиналь, Марі",1,#E59247,Zambia,English
"Кассу, Жан",1,#E59247,English,"Чіпасула, Френк"
"Кессель, Жозеф",1,#E59247,1960 - 1970,Zanzibar(Tanzania)
"Кессель, Патрік",1,#E59247,Zanzibar(Tanzania),Swahili
"Кістер, Мішель",1,#E59247,Swahili,"Алі, Моза"
"Клавель, Бернар",1,#E59247,1960 - 1970,Zanzibar(Tanzania)
"Клеман, Жан-Батіст",1,#E59247,Zanzibar(Tanzania),Swahili
"Клер, Рене",1,#E59247,Swahili,"Алі, Моза"
"Клодель, Поль",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Ковен, Патрік",1,#E59247,Republic of Cabo Verde,Portuguese
"Кокто, Жан",1,#E59247,Portuguese,"Барбоза, Жоржі"
"Корнель, П’єр",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Крамоссель, Сюзан",1,#E59247,Republic of Cabo Verde,Portuguese
"Креслі, Анрі",1,#E59247,Portuguese,"Дамбара, Каобердіану"
"Кро, Шарль",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Ламартін, Альфонс",1,#E59247,Republic of Cabo Verde,Portuguese
"Ларошфуко, Франсуа де",1,#E59247,Portuguese,"Лопіш, Мануел"
"Лафонтен, Жан де",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Лафорг, Жюль",1,#E59247,Republic of Cabo Verde,Portuguese
"Лаффіт, Жан",1,#E59247,Portuguese,"Лопіш, Мануел"
"Лашамбоді, П’єр",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Леблан, Моріс",1,#E59247,Republic of Cabo Verde,Portuguese
Леклезіо Ж.-М.-Г,1,#E59247,Portuguese,"Мартінш, Овідіу"
"Леконт де Ліль, Шарль-Марі",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Леру, Гастон",1,#E59247,Republic of Cabo Verde,Portuguese
"Лефевр, Раймонд",1,#E59247,Portuguese,"Мартінш, Овідіу"
"Малерб, Франсуа де",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Малларме, Стефан",1,#E59247,Republic of Cabo Verde,Portuguese
"Малле-Жоріс, Франсуаза",1,#E59247,Portuguese,"Мартінш, Овідіу"
"Мальро, Андре",1,#E59247,1970 - 1980,Republic of Cabo Verde
"Мамміак, Луїза",1,#E59247,Republic of Cabo Verde,Portuguese
Маргарита Наваррська,1,#E59247,Portuguese,"Нуньїш, Антоніу"
"Марешаль, Сільвен",1,#E59247,1990 - 2000,Zimbabwe
Марі де Франс,1,#E59247,Zimbabwe,English
"Марке, Габріель",1,#E59247,English,"Мунгоші, Чарлз"
"Маро, Клеман",1,#E59247,1990 - 2000,Zimbabwe
"Менар, Луї",1,#E59247,Zimbabwe,English
"Мері, Руссель де",1,#E59247,English,"Сайді, Вільям"
"Мерль, Робер",1,#E59247,1990 - 2000,Israel
"Мерріль, Стюарт",1,#E59247,Israel,English
"Мішель, Луїза",1,#E59247,English,"Айні, Леа"
"Мішо, Анрі",1,#E59247,1990 - 2000,Israel
"Модіано, Патрік",1,#E59247,Israel,English
"Мольєр, Жан-Батіст",1,#E59247,English,"Аллон, Лія"
"Моно, Франсуа",1,#E59247,1990 - 2000,Israel
"Моран, Поль",1,#E59247,Israel,English
"Моріак, Франсуа",1,#E59247,English,"Аміхай, Єгуда"
"Моруа, Андре",1,#E59247,1990 - 2000,Israel
"Мюссе, Альфред де",1,#E59247,Israel,Hebrew
"Натайєф, Кароліна",1,#E59247,Hebrew,"Аппельфельд, Аарон"
"Нерваль, Жерар де",1,#E59247,1990 - 2000,Israel
"Ноай, Аннаде",1,#E59247,Israel,Hebrew
"д’Обіньс, Теодор Агріппа",1,#E59247,Hebrew,"Бар-Йосеф, Хамуталь"
"д’Орлеань, Шарль",1,#E59247,1980 - 1990,Israel
"Пармелен, Елен",1,#E59247,Israel,Hebrew
"Парні, Еваріст-Дезіре",1,#E59247,Hebrew,"Бялик, Хаїм Нахман"
"Паскаль, Блез",1,#E59247,1990 - 2000,Israel
"Пегі, Шарль",1,#E59247,Israel,Yiddish
"Пейзан, Катрін",1,#E59247,Yiddish,"Бялик, Хаїм Нахман"
"Перрюшо, Анрі",1,#E59247,1990 - 2000,Israel
"Перс, Сен-Жон",1,#E59247,Israel,English
"П’єрар, Андре",1,#E59247,English,"Візелтір, Меїр"
"Пізан, Крістіна де",1,#E59247,1990 - 2000,Israel
"Понс, Моріс",1,#E59247,Israel,Hebrew
"Потьє, Ежен",1,#E59247,Hebrew,"Гендель, Єгудіт"
"Превер, Жак",1,#E59247,1990 - 2000,Israel
"Прево, Ален",1,#E59247,Israel,English
"Пруст, Марсель",1,#E59247,English,"Гринберг, Тамір"
"Радіге, Раймон",1,#E59247,1990 - 2000,Israel
"Расін, Жан",1,#E59247,Israel,English
"Реверді, П’єр",1,#E59247,English,"Гурі, Хаїм"
"Реймс, Моріс",1,#E59247,1960 - 1970,Israel
"Рембо, Артюр",1,#E59247,Israel,Arabic
"Ренар, Жюль",1,#E59247,Arabic,"Дервіш, Закія Селім"
"Реньє, Анрі де",1,#E59247,1990 - 2000,Israel
"Реньє, Матюрен",1,#E59247,Israel,English
"Ріффо, Мадлен",1,#E59247,English,"Дор, Моше"
"Рішпен, Жан",1,#E59247,1990 - 2000,Israel
"Роб-Грійє, Ален",1,#E59247,Israel,English
"Роблес, Емманюель",1,#E59247,English,Ізгар С
"Ролліна, Моріс",1,#E59247,1990 - 2000,Israel
"Ронсар, П’єр де",1,#E59247,Israel,English
"Ру, Сен-Поль",1,#E59247,English,"Канюк, Йорам"
"Руа, Клод",1,#E59247,1990 - 2000,Israel
"Руже де Ліль, Клод-Жозеф",1,#E59247,Israel,German
Рютбеф,1,#E59247,German,"Кішон, Ефраїм"
"Саган, Франсуаза",1,#E59247,1990 - 2000,Israel
"Самен, Альбер",1,#E59247,Israel,German
"Сандрар, Блез",1,#E59247,German,"Кішон, Ефраїм"
"Саніта, Жан",1,#E59247,1990 - 2000,Israel
"Саррот, Наталі",1,#E59247,Israel,German
"Сартр, Жан-Поль",1,#E59247,German,"Кішон, Ефраїм"
"Селін, Луї-Фердінан",1,#E59247,1990 - 2000,Israel
"Сіменон, Жорж",1,#E59247,Israel,English
"Сірано де Бержерак, Савіньєн",1,#E59247,English,"Корен, Єшаягу"
"Скаррон, Поль",1,#E59247,1990 - 2000,Israel
"Стіль, Андре",1,#E59247,Israel,English
Сувестр П’єр & Аллен Марсель,1,#E59247,English,"Лескли, Гізи"
"Супо, Філіпп",1,#E59247,1990 - 2000,Israel
Сушон П,1,#E59247,Israel,English
Сюллі-Прюдом & Рене Франсуа Арман,1,#E59247,English,"Лібрехт, Савійон"
"Сюперв’єль [Сюперв’єй], Жюль",1,#E59247,1990 - 2000,Israel
"Тардьє, Жан",1,#E59247,Israel,English
Тібо Шампань де,1,#E59247,English,"Мегед, Аарон"
"Тристан, Фредерик",1,#E59247,1990 - 2000,Israel
"Труайя, Анрі",1,#E59247,Israel,English
"Турньє, Мішель",1,#E59247,English,"Мегед, Аарон"
"Філіп, Анн",1,#E59247,1990 - 2000,Israel
"Флоріан, Жан-П’єр",1,#E59247,Israel,Hebrew
"Фомбер, Моріс",1,#E59247,Hebrew,"Оз, Амос"
"Фревіль, Жан",1,#E59247,1990 - 2000,Israel
"Френо, Андре",1,#E59247,Israel,Hebrew
"Шаброль, Жан-П’єр",1,#E59247,Hebrew,Рахель
"Шар, Рене",1,#E59247,1990 - 2000,Israel
"Шарль-Ру, Едмонда",1,#E59247,Israel,English
"Шарр’єр, Анрі",1,#E59247,English,"Сомек, Ронні"
"Шартьє, Ален",1,#E59247,1990 - 2000,Israel
"Шатлен, Ежен",1,#E59247,Israel,English
"Шенье, Андре",1,#E59247,English,"Сомек, Ронні"
"Шеньє, Марі-Жозеф",1,#E59247,1990 - 2000,Israel
"Юрсенар, Маргеріт",1,#E59247,Israel,Hebrew
France. Provence Literature,1.00562968,#F2A2A11,Hebrew,"Тамуз, Бен’ямін"
Occitan(Provençal),1.00562968,#D1605E,1990 - 2000,Israel
"Містраль, Фредері",1,#E59247,Israel,English
Croatia,1.16889039,#F2A2A11,English,"Томер, Бен-Ціон"
Croatian,1.118223273,#D1605E,1990 - 2000,Israel
"Білетич, Борис",1,#E59247,Israel,Hebrew
"Білопавлович, Тіто",1,#E59247,Hebrew,"Шамір, Моше"
"Брешич, Вінко",1,#E59247,1970 - 1980,India
"Бритвич, Драго",1,#E59247,India,Hindi
"Вієснер, Любо",1,#E59247,Hindi,Аг’єйя (спр. ім’я - Саччідананд Хіра-нанд Ватсаян)
Serbo-Croatian,1.50667117,#D1605E,1970 - 1980,India
"Вітез, Григор",1,#E59247,India,Hindi
"Гортавич, Дубравко",1,#E59247,Hindi,"Аграваль, Бгаратбгушан"
"Дєдич, Арсен",1,#E59247,1980 - 1990,India
"Држич, Марин",1,#E59247,India,Tamil
"Зідич, Ігор",1,#E59247,Tamil,Акілан
"Зупічич, Сергій",1,#E59247,1960 - 1970,India
"Ковачич, Іван Горан",1,#E59247,India,Telugu
"Крлежа, Мирослав",1,#E59247,Telugu,"Аппарао, Гурузада"
"Михалич [Мігалич], Славко",1,#E59247,1970 - 1980,India
"Ораїч-Толич, Дубравка",1,#E59247,India,Urdu
"Сабол, Желько",1,#E59247,Urdu,"Ахтар, Джан Нісар"
"Славічек, Мілівой",1,#E59247,1970 - 1980,India
"Тадіянович, Драгутін",1,#E59247,India,Urdu
"Тольї, Іван",1,#E59247,Urdu,"Ахтар, Джан Нісар"
"Уєвич, Тін",1,#E59247,1980 - 1990,India
"Хорватич, Дубравко",1,#E59247,India,Hindi
"Чавка, Анте",1,#E59247,Hindi,"Бакші, Рамеш"
"Шего, Крешимир",1,#E59247,1980 - 1990,India
"Шнайдер, Джуро",1,#E59247,India,-
"Шомен, Антуан",1,#E59247,-,"Бараді, Субраманья"
Czech Republic,2.03023138,#F2A2A11,1980 - 1990,India
Czech,1.923267466,#D1605E,India,-
"Альда, Ян",1,#E59247,-,"Бараді, Субраманья"
"Ашкеназі, Людвік",1,#E59247,1970 - 1980,India
"Безруч, Петр",1,#E59247,India,Hindi
"Бібл, Константин",1,#E59247,Hindi,"Баччан, Харіваншрай"
"Боушек, Карел",1,#E59247,1970 - 1980,India
"Вайс, Ярослав",1,#E59247,India,Hindi
"Валішка, Владімір",1,#E59247,Hindi,"Баччан, Харіваншрай"
"Волькер, Їржі",1,#E59247,1970 - 1980,India
"Вольний, Зденек",1,#E59247,India,Hindi
"Врхліцький, Ярослав",1,#E59247,Hindi,"Баччан, Харіваншрай"
"Галас, Франтішек",1,#E59247,1970 - 1980,India
"Гануш, Павел",1,#E59247,India,Hindi
"Гашек, Ярослав",1,#E59247,Hindi,"Бгагерія(Бхагерія), Матадін"
"Гельнер, Франтішек",1,#E59247,1970 - 1980,India
"Голан, Владимир",1,#E59247,India,Hindi
"Гора, Йозеф",1,#E59247,Hindi,"Бгагерія(Бхагерія), Матадін"
"Грабал, Богуміл",1,#E59247,1970 - 1980,India
"Грегор, Ахілл",1,#E59247,India,Hindi
"Грубій, Франтішек",1,#E59247,Hindi,"Бгагерія(Бхагерія), Матадін"
"Гуптих, Мірослав",1,#E59247,1970 - 1980,India
"Гусак, Мілан",1,#E59247,India,Hindi
"Ербен, Карел-Яромір",1,#E59247,Hindi,"Бгатнагар, Махендра"
"Жачек, Їржі",1,#E59247,1990 - 2000,India
"Завада, Вілем",1,#E59247,India,English
"Звандрлік, Мирослав",1,#E59247,English,"Бгаттачар’я, Бгабані"
"Кадлец, Йозеф",1,#E59247,1970 - 1980,India
"Кайдош, Вацлав",1,#E59247,India,Bengali
"Клевіс, Владімір",1,#E59247,Bengali,"Бошу, Шомореш"
"Кліма, Іван",1,#E59247,1970 - 1980,India
"Коваль, Лібор",1,#E59247,India,Malayalam
"Козак, Ян",1,#E59247,Malayalam,"Валлатхол, Нараяна Менон"
"Коларова, Яроміра",1,#E59247,1970 - 1980,India
"Корчак, Владімір",1,#E59247,India,Author. English
"Кршенек, Іржі",1,#E59247,Author. English,"Варма, Шрікант"
"Кубка, Франтішек",1,#E59247,1980 - 1990,India
"Куцдера, Мілан",1,#E59247,India,Hindi
"Лацина, Вацлав",1,#E59247,Hindi,"Ганді, Канхайялал"
"Лисогорський, Ондра",1,#E59247,1970 - 1980,India
"Марек, Їржі",1,#E59247,India,Hindi
"Маржик, Каміл",1,#E59247,Hindi,"Гупта, Бгайрав Прасад"
"Мартін, Едуард",1,#E59247,1960 - 1970,India
"Матейка, Ярослав",1,#E59247,India,-
"Махар, Йозеф Сватоплук",1,#E59247,-,"Гхош, Бімал Чандра"
"Мацоурек, Мілош",1,#E59247,1970 - 1980,India
"Маха, Карел Гінек",1,#E59247,India,Bengali
"Незвал, Вітезслав",1,#E59247,Bengali,"Даш, Джібонанондо"
"Нейман, Станіслав Костка",1,#E59247,1970 - 1980,India
"Несвадба, Йозеф",1,#E59247,India,Bengali
"Нефф, Владімір",1,#E59247,Bengali,"Даш, Джібонанондо"
"Оутрата, Карел",1,#E59247,1970 - 1980,India
"Парал, Владімір",1,#E59247,India,Urdu
"Пелц, Яромір",1,#E59247,Urdu,"Джафрі, Алі Сардар"
"Петішка, Едуард",1,#E59247,1970 - 1980,India
"Піларж, Ян",1,#E59247,India,Urdu
"Плугарж, Зденек [3денєк]",1,#E59247,Urdu,"Джафрі, Алі Сардар"
"Плудек, Алексей",1,#E59247,1970 - 1980,India
"Полах, Богумир",1,#E59247,India,Author. English
"Прохазка, Ян",1,#E59247,Author. English,Джаякантан [Джеякантан] Д
"Прохазкова, Маркета",1,#E59247,1980 - 1990,India
"Рафай, Мірослав",1,#E59247,India,Tamil
"Ржіга, Богумил",1,#E59247,Tamil,Джаякантан [Джеякантан] Д
"Рибак, Йозеф",1,#E59247,1960 - 1970,India
"Ротрекл, Зденек",1,#E59247,India,Punjabi
"Свата, Ярмила",1,#E59247,Punjabi,"Дуггал, Картар Сінгх"
"Сватоплук, Турек",1,#E59247,1970 - 1980,India
"Сис, Карел",1,#E59247,India,Hindi
"Скала, Іван",1,#E59247,Hindi,"Захір, Разія Саджад"
"Скружний, Йосип",1,#E59247,1960 - 1970,India
"Слаби, Зденєк",1,#E59247,India,Hindi
"Сладек, Йозеф Вацлав",1,#E59247,Hindi,Камалешвар
"Сметанова, Їндржішка",1,#E59247,1950 - 1960,India
"Стеглік, Ладіслав",1,#E59247,India,Marathi
"Сухий, Ї’ржі",1,#E59247,Marathi,"Мадгулкар, В’янкатеш"
"Тауфер, Ї’ржі",1,#E59247,1970 - 1980,India
Томан Йозеф & Томанова Мирослава,1,#E59247,India,English
"Томанова, Мирослава",1,#E59247,English,"Малік, Кешев"
"Томечек, Яромір",1,#E59247,1970 - 1980,India
Теєр О,1,#E59247,India,English
"Флоріан, Мирослав",1,#E59247,English,"Махапатра, Сітакант"
"Фрид, Норберт",1,#E59247,1980 - 1990,India
"Чапек, Йозеф",1,#E59247,India,-
"Чапек, Карел",1,#E59247,-,"Махешвер, Саравак"
"Чейка, Ярослав",1,#E59247,1970 - 1980,India
"Чернік, Арношт",1,#E59247,India,Hindi
"Чернік, Міхал",1,#E59247,Hindi,"Мехротра, Шанті"
"Шайнер, Донат",1,#E59247,1970 - 1980,India
"Шафарик, Павел Йозеф",1,#E59247,India,Bengali
"Швандрлік, Мірослав",1,#E59247,Bengali,"Мітра, Премендра"
"Шотола, Їржі",1,#E59247,1970 - 1980,India
"Шрамек, Франек [Франя]",1,#E59247,India,Bengali
"Штемберкова, Марія",1,#E59247,Bengali,"Мукерджі, Шубхаш"
"Штука, Іво",1,#E59247,1970 - 1980,India
Chile,1.225187187,#F2A2A11,India,Hindi
"Алегрія, Фернандо",1,#E59247,Hindi,Нагарджун
"Альенде, Ісабель",1,#E59247,1990 - 2000,India
"Армандо Еппле, Хуан",1,#E59247,India,English
Боланьо Роберто & Монтане Бруно,1,#E59247,English,"Нараян [Нарайян], Р. К"
"Дорфман, Аріель",1,#E59247,1960 - 1970,India
"Кабесас, Мігель",1,#E59247,India,English
"Карвахаль Барріос, Леонардо",1,#E59247,English,"Нараян [Нарайян], Р. К"
"Колоане, Франсіско",1,#E59247,1960 - 1970,India
"Лара, Омар",1,#E59247,India,English
"Мільян, Гонсало",1,#E59247,English,"Нараян [Нарайян], Р. К"
"Місіас, Серхіо",1,#E59247,1990 - 2000,India
"Неруда, Пабло",1,#E59247,India,English
"Пісарро, Ана",1,#E59247,English,"Нараян [Нарайян], Р. К"
"Родрігес, Арнальдо",1,#E59247,1990 - 2000,India
"Рохас, Гонсало",1,#E59247,India,English
"Сабелья, Андрес",1,#E59247,English,"Нараян [Нарайян], Р. К"
"Суарес, Еулохіо",1,#E59247,1990 - 2000,India
"Супельведа, Луїс",1,#E59247,India,English
"Торрес Гарсіа, Антоніо",1,#E59247,English,"Нараян [Нарайян], Р. К"
"Уррутіа, Пракседес",1,#E59247,1970 - 1980,India
"Хара, Віктор",1,#E59247,India,Author. English
Sweden,1.067556156,#F2A2A11,Author. English,"Нараян, Сурве"
"Балдерсон, Бу",1,#E59247,1960 - 1970,India
"Вальфрідссон, Віллі",1,#E59247,India,Urdu
"Курман, Пітер",1,#E59247,Urdu,"Натх, Махендра"
"Лагерлеф, Сельма",1,#E59247,1970 - 1980,India
"Ланг, Марія",1,#E59247,India,Hindi
"Лідман, Сара",1,#E59247,Hindi,"Нірала, Сур’якант Тріпатхі"
"Лу-Юхансон, Івар",1,#E59247,1970 - 1980,India
"Мортенсон, Ян",1,#E59247,India,Hindi
"Сандельс, Маріанне",1,#E59247,Hindi,"Нірала, Сур’якант Тріпатхі"
Switzerland. Literature in German,1.242076226,#F2A2A11,1970 - 1980,India
"Бехер, Ульріх",1,#E59247,India,Hindi
"Біхсель [Біксель], Петер",1,#E59247,Hindi,"Нірала, Сур’якант Тріпатхі"
"Вальзер, Роберт",1,#E59247,1980 - 1990,India
"Вальтер, Отто",1,#E59247,India,Hindi
"Гессе, Герман",1,#E59247,Hindi,"Панде, Мріналь"
"Глаузер, Фрідріх",1,#E59247,1960 - 1970,India
"Голер, Франц",1,#E59247,India,Punjabi
"Гросс, Вальтер",1,#E59247,Punjabi,"Панну, Гурвел Сінгх"
"Діггельман, Вальтер Матгіас",1,#E59247,1970 - 1980,India
"Дюрренматт, Фрідріх",1,#E59247,India,Author. Hindi
"Єггі, Урс",1,#E59247,Author. Hindi,"Піллаї, Такажі Шівашанкар"
"Кауер, Вальтер",1,#E59247,1950 - 1960,India
"Марті, Курт",1,#E59247,India,Malayalam
